DOB,sex_assigned_at_birth,local_authority,distance_km,purpose,club_member,can_swim_25m,swimming_lesson_history,school_swim_provision,open_water_confidence,water_safety_knowledge,barriers,cost_per_session_gbp,visits_Jan,visits_Feb,visits_Mar,visits_Apr,visits_May,visits_Jun,visits_Jul,visits_Aug,visits_Sep,visits_Oct,visits_Nov,visits_Dec
16/07/2005,Female,Blaenau Gwent,20,Leisure,FALSE,TRUE,Attended as a child,N/A,2,4,Cost,4.1,3,1,3,2,2,5,6,6,0,6,7,1
09/06/1947,Female,Bridgend,12.7,Leisure,FALSE,TRUE,Private lessons,N/A,3,4,Transport,2.28,2,2,5,3,0,3,6,4,3,1,2,0
28/11/2014,Male,Conwy,3.3,Fitness,FALSE,TRUE,Attended as a child,No provision,3,3,Time,4.32,4,0,4,4,5,6,6,5,3,0,3,0
28/10/1949,Prefer not to say,Powys,1.8,Fitness,FALSE,TRUE,Attended as a child,N/A,5,4,Transport,2.79,2,3,6,4,6,8,2,5,4,2,3,4
09/07/1965,Female,Newport,3.5,Rehabilitation,FALSE,TRUE,Attended as a child,N/A,5,4,Time,6.42,2,3,2,2,4,4,2,6,3,4,1,3
26/06/2006,Female,Pembrokeshire,,Fitness,FALSE,TRUE,Never attended lessons,N/A,4,3,Time,6.05,0,6,3,2,5,5,4,4,7,8,5,0
18/02/2016,Male,Newport,0.9,Leisure,FALSE,TRUE,Currently attending,Termly,3,3,Cost,7.68,0,2,1,2,3,4,3,5,2,1,4,2
14/05/1977,Female,Flintshire,4.6,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,Cost,5.69,0,1,2,0,6,4,5,4,2,4,0,2
25/08/2010,Male,Carmarthenshire,13.8,Fitness,FALSE,TRUE,Attended as a child,Irregular,3,5,None,2.32,1,7,6,3,6,4,3,2,4,6,1,3
22/11/1983,Male,Merthyr Tydfil,12.7,Water confidence,TRUE,TRUE,Never attended lessons,N/A,5,4,Cost,6.24,1,5,6,4,6,8,2,6,5,5,3,2
21/07/1981,Male,Neath Port Talbot,14.2,Leisure,FALSE,TRUE,Never attended lessons,N/A,3,5,Cost,6.1,0,4,2,4,2,7,3,6,2,2,2,0
24/12/2014,Male,Rhondda Cynon Taf,16.3,Water confidence,FALSE,TRUE,School-only lessons,Weekly,3,4,Cost,4,4,2,0,4,4,3,4,4,6,1,2,1
20/09/1973,Female,Conwy,1.4,Fitness,FALSE,TRUE,Currently attending,N/A,2,4,Confidence,5.62,2,2,3,4,3,8,4,2,1,2,1,1
29/04/1996,Female,Newport,16.1,Leisure,FALSE,TRUE,Never attended lessons,N/A,1,4,Confidence,8.11,1,1,4,4,6,1,3,0,1,8,2,3
04/07/1957,Female,Pembrokeshire,4.5,Fitness,FALSE,TRUE,Attended as a child,N/A,5,4,None,3.96,2,2,3,4,2,6,8,7,3,5,1,1
10/11/2018,Male,Cardiff,10.2,Competitive training,TRUE,TRUE,Attended as a child,Weekly,3,2,None,7.5,2,5,0,0,2,9,12,9,5,1,2,1
19/11/1994,Male,Flintshire,11.8,Competitive training,TRUE,TRUE,Private lessons,N/A,3,4,Transport,2.76,5,1,4,2,4,8,10,5,1,3,2,3
10/02/1986,Male,Bridgend,3.5,Fitness,FALSE,TRUE,Never attended lessons,N/A,2,4,Transport,2.52,0,2,2,3,4,2,3,4,2,0,5,4
03/09/1985,Prefer not to say,Vale of Glamorgan,17.6,Social,FALSE,TRUE,Attended as a child,N/A,4,4,Transport,4.05,0,2,1,5,1,4,6,5,1,4,1,3
28/12/2015,Male,Torfaen,11.9,Fitness,FALSE,TRUE,School-only lessons,No provision,1,5,Cost,5.25,2,2,5,4,5,8,3,8,5,2,3,1
20/08/1958,Female,Cardiff,1.5,Leisure,FALSE,TRUE,Never attended lessons,N/A,4,3,Cost,5.68,2,2,1,4,4,3,9,5,3,5,2,4
17/11/2006,Female,Rhondda Cynon Taf,19,Water confidence,FALSE,TRUE,Attended as a child,N/A,2,4,Cost,7.07,1,1,0,4,3,6,4,4,2,5,2,1
20/02/1952,Male,Bridgend,10.8,Social,FALSE,TRUE,School-only lessons,N/A,4,4,Cost,4.27,1,1,0,3,3,3,9,6,4,4,1,1
11/08/1978,Female,Merthyr Tydfil,15.6,Water confidence,FALSE,TRUE,Attended as a child,N/A,4,5,Cost,0,2,0,0,3,3,3,3,7,2,0,1,3
09/11/2019,Male,Ceredigion,9.7,Fitness,FALSE,TRUE,Attended as a child,Weekly,2,4,Transport,5.93,2,3,4,0,1,3,6,4,4,2,3,1
12/06/1987,Female,Monmouthshire,15.1,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,5,None,5.29,1,4,2,1,1,4,6,5,5,3,1,1
15/09/1953,Female,Gwynedd,1.1,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,5,Confidence,2.18,3,4,0,7,5,3,1,3,5,3,2,2
25/10/1992,Male,Flintshire,5.2,Leisure,TRUE,TRUE,Attended as a child,N/A,2,4,None,3.98,3,6,3,4,7,4,5,7,7,3,4,0
01/08/2004,Male,Wrexham,10.6,Competitive training,TRUE,TRUE,School-only lessons,N/A,4,4,Transport,5.48,3,1,3,3,2,4,5,3,3,5,3,2
15/04/1962,Female,Neath Port Talbot,1.8,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,Confidence,5.73,1,0,3,6,3,9,6,2,5,1,2,0
05/07/1969,Female,Caerphilly,13.4,Leisure,FALSE,TRUE,Currently attending,N/A,3,5,Transport,3.77,0,2,3,1,2,7,5,2,2,2,2,1
05/05/1984,Male,Newport,7.4,Fitness,FALSE,TRUE,School-only lessons,N/A,2,2,Cost,5.11,3,0,4,6,3,3,2,5,4,3,3,1
29/12/1949,Female,Newport,5.3,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,Cost,8.29,4,3,4,6,6,11,6,7,3,4,1,0
04/10/2004,Female,Anglesey,0.6,Leisure,FALSE,TRUE,Never attended lessons,N/A,4,4,None,5.49,0,0,1,4,5,6,4,3,3,2,2,1
15/06/1984,Female,Merthyr Tydfil,14.5,Leisure,FALSE,TRUE,Attended as a child,N/A,3,4,None,4.37,2,3,1,3,5,3,6,3,2,2,0,1
09/03/1956,Male,Swansea,15.1,Competitive training,TRUE,TRUE,School-only lessons,N/A,5,4,Cost,4.38,2,1,1,4,0,7,6,2,1,2,2,1
25/07/1978,Female,Carmarthenshire,7.4,Fitness,FALSE,TRUE,Private lessons,N/A,5,4,Cost,5.82,2,3,1,2,3,1,2,1,4,6,2,5
02/10/2010,Female,Blaenau Gwent,10.9,Competitive training,TRUE,TRUE,Never attended lessons,No provision,2,3,Transport,4.31,1,0,1,4,2,4,3,5,3,3,3,2
19/09/1965,Male,Vale of Glamorgan,4.5,Fitness,FALSE,TRUE,Currently attending,N/A,2,4,Cost,2.76,4,1,3,2,6,2,9,4,5,4,3,0
25/10/2003,Male,Carmarthenshire,11.4,Fitness,FALSE,TRUE,Attended as a child,N/A,4,4,Transport,4,0,0,2,9,2,5,5,1,4,4,6,3
01/04/1951,Female,Cardiff,0.7,Leisure,TRUE,TRUE,School-only lessons,N/A,3,5,Cost,3.81,3,1,1,2,3,4,11,5,2,1,4,3
12/09/1962,Male,Blaenau Gwent,11.4,Social,TRUE,FALSE,Never attended lessons,N/A,1,3,Confidence,5.31,3,2,1,4,3,5,4,4,3,3,6,0
06/08/1984,Female,Denbighshire,11.8,Fitness,TRUE,TRUE,Attended as a child,N/A,2,5,Transport,2.31,2,4,0,1,5,7,4,9,3,2,2,1
17/09/2022,Female,Gwynedd,16.6,Fitness,FALSE,TRUE,School-only lessons,Irregular,3,4,Transport,5.21,6,2,7,7,4,1,5,3,2,5,0,6
22/09/2020,Male,Pembrokeshire,7.2,Leisure,FALSE,TRUE,Attended as a child,Termly,4,2,Cost,4.04,1,3,2,2,2,6,5,2,3,2,1,2
08/06/1961,Female,Carmarthenshire,13.9,Fitness,FALSE,TRUE,Attended as a child,N/A,2,5,Transport,0,1,1,3,3,1,4,7,4,5,7,0,2
26/04/1960,Male,Swansea,11,Competitive training,TRUE,TRUE,Never attended lessons,N/A,2,2,None,2.95,0,4,3,4,2,7,9,7,1,1,4,1
16/09/1998,Female,Vale of Glamorgan,16.7,Competitive training,TRUE,TRUE,Attended as a child,N/A,5,5,Transport,6.68,3,4,2,2,5,4,2,2,0,2,2,2
18/06/1967,Male,Powys,8.8,Fitness,FALSE,TRUE,Attended as a child,N/A,4,5,None,5.29,1,2,2,3,5,6,8,8,2,4,1,0
02/05/1990,Female,Cardiff,6.1,Leisure,FALSE,TRUE,School-only lessons,N/A,3,4,None,5.04,1,1,6,4,4,6,3,1,6,4,0,2
24/06/1985,Male,Newport,16,Competitive training,TRUE,TRUE,Attended as a child,N/A,4,3,None,6,1,0,0,4,5,2,6,4,2,2,0,0
23/03/2017,Male,Blaenau Gwent,2.5,Fitness,FALSE,TRUE,Attended as a child,No provision,3,4,Time,5.35,3,0,3,2,4,7,7,5,1,3,3,3
25/12/1965,Female,Newport,2.9,Leisure,FALSE,TRUE,Currently attending,N/A,4,4,Time,7.56,1,1,3,3,4,3,6,6,2,1,1,0
16/10/1979,Male,Cardiff,1.9,Fitness,TRUE,TRUE,Never attended lessons,N/A,3,4,None,4.8,1,3,3,3,7,7,10,6,3,4,1,1
17/03/1978,Female,Ceredigion,15.3,Leisure,TRUE,TRUE,Attended as a child,N/A,2,4,Cost,5.64,0,1,4,5,5,5,8,4,5,3,2,0
25/12/1991,Male,Swansea,0.7,Fitness,TRUE,TRUE,Currently attending,N/A,4,4,Confidence,2.29,1,4,3,5,3,6,9,7,2,5,1,1
23/02/1978,Female,Pembrokeshire,15.6,Competitive training,TRUE,TRUE,School-only lessons,N/A,3,3,None,4.31,5,1,2,5,1,2,6,7,3,5,0,2
16/06/1962,Male,Cardiff,8.4,Fitness,FALSE,TRUE,Attended as a child,N/A,5,5,Time,8.13,0,1,4,4,5,6,6,16,3,0,0,3
18/10/1976,Female,Anglesey,0.6,Fitness,FALSE,TRUE,Currently attending,N/A,3,5,None,3.68,2,2,2,3,3,3,7,5,3,3,3,1
27/03/2002,Male,Anglesey,7.5,Competitive training,TRUE,TRUE,Never attended lessons,N/A,5,3,Time,3.71,1,1,3,3,2,6,5,4,7,4,3,0
13/03/1948,Male,Blaenau Gwent,5.7,Fitness,FALSE,TRUE,School-only lessons,N/A,5,5,None,2.36,1,3,5,1,3,2,4,7,4,3,2,3
17/01/1987,Male,Conwy,11.4,Leisure,FALSE,TRUE,Never attended lessons,N/A,2,3,Time,5.27,1,1,3,2,1,7,6,7,0,1,1,1
06/05/2004,Male,Carmarthenshire,12.4,Fitness,TRUE,TRUE,Private lessons,N/A,4,2,Time,5.57,2,2,3,5,5,10,10,1,4,1,1,2
06/08/2003,Female,Ceredigion,9,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,Confidence,3.42,3,0,1,5,6,4,3,6,6,2,2,3
20/04/1966,Male,Cardiff,1.2,Social,FALSE,TRUE,School-only lessons,N/A,5,4,None,7.36,0,2,2,5,6,6,3,2,2,3,2,2
12/03/2005,Female,Carmarthenshire,12,Competitive training,TRUE,TRUE,Currently attending,N/A,3,4,None,0.46,0,3,1,5,0,7,4,6,3,0,1,1
09/01/1976,Male,Anglesey,15.2,Fitness,FALSE,TRUE,Private lessons,N/A,4,5,None,3.72,0,7,1,3,4,5,6,9,4,0,2,3
21/01/1974,Male,Caerphilly,14.8,Rehabilitation,FALSE,TRUE,Attended as a child,N/A,3,5,Time,7.37,3,2,4,5,2,7,6,6,5,3,4,1
19/06/2009,Female,Gwynedd,15,Leisure,FALSE,TRUE,Attended as a child,N/A,2,4,Transport,4.11,1,3,2,4,5,5,4,2,11,4,3,4
17/05/2008,Female,Blaenau Gwent,6.9,Social,FALSE,TRUE,Attended as a child,N/A,2,5,Cost,3.46,3,0,4,4,2,4,1,9,4,3,4,1
14/12/1992,Male,Bridgend,16.1,Fitness,FALSE,TRUE,Private lessons,N/A,3,3,None,4.19,2,3,4,4,1,7,4,5,3,2,2,0
14/01/2022,Male,Newport,6.1,Leisure,FALSE,TRUE,Never attended lessons,Irregular,4,3,Confidence,6.16,1,3,0,4,0,5,2,8,1,1,1,0
27/08/1969,Male,Anglesey,0.7,Leisure,TRUE,TRUE,School-only lessons,N/A,3,5,Transport,2.36,1,0,3,3,5,4,2,7,3,1,2,4
06/05/2020,Female,Gwynedd,15.3,Leisure,TRUE,TRUE,School-only lessons,No provision,3,4,Cost,7.07,1,5,1,4,9,9,9,4,2,0,1,0
19/06/2007,Female,Rhondda Cynon Taf,19.7,Leisure,FALSE,TRUE,Attended as a child,N/A,2,4,None,5.64,0,1,2,2,3,2,4,2,5,3,1,1
11/04/1966,Male,Cardiff,12,Fitness,TRUE,TRUE,Private lessons,N/A,3,4,None,3.41,1,4,4,5,8,8,4,9,5,4,4,2
22/09/1948,Female,Bridgend,4.6,Competitive training,TRUE,TRUE,Attended as a child,N/A,1,4,None,5.85,0,3,2,1,8,5,8,7,3,3,2,3
02/05/2011,Female,Rhondda Cynon Taf,7.1,Leisure,FALSE,TRUE,Attended as a child,No provision,4,3,Confidence,4.12,2,2,2,5,4,5,4,2,3,0,1,0
11/12/1949,Female,Merthyr Tydfil,10,Water confidence,FALSE,TRUE,Attended as a child,N/A,5,4,Transport,3.59,1,5,5,1,3,6,6,2,5,4,2,2
29/04/2007,Female,Monmouthshire,16.2,Fitness,FALSE,TRUE,Attended as a child,N/A,3,3,Transport,5.36,3,4,1,3,3,12,5,3,3,3,3,1
02/11/1951,Male,Powys,4.2,Rehabilitation,FALSE,TRUE,Currently attending,N/A,1,2,Cost,7.88,5,3,3,3,2,2,3,4,0,1,1,2
07/03/1947,Male,Merthyr Tydfil,16.2,Social,FALSE,TRUE,Attended as a child,N/A,2,4,None,2.72,0,3,2,1,4,8,3,3,4,1,0,3
03/10/1999,Male,Powys,7.6,Leisure,FALSE,TRUE,Attended as a child,N/A,3,3,Cost,4.71,1,1,3,3,3,5,3,6,3,3,3,1
28/02/1995,Male,Bridgend,14.7,Social,FALSE,TRUE,Currently attending,N/A,3,5,Confidence,4.42,1,0,7,4,2,5,4,3,2,4,2,0
12/04/2015,Female,Flintshire,16.6,Competitive training,TRUE,TRUE,Currently attending,Weekly,4,2,Confidence,4.07,0,2,7,2,1,3,6,9,3,2,0,0
15/12/1987,Female,Merthyr Tydfil,9.7,Fitness,FALSE,FALSE,Never attended lessons,N/A,2,2,Confidence,4.09,1,3,1,4,1,7,6,4,2,1,2,0
27/02/2015,Male,Conwy,6.9,Leisure,FALSE,TRUE,School-only lessons,Termly,4,4,None,2.49,3,1,4,3,4,4,5,8,4,1,2,0
27/02/1965,Male,Powys,17.5,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,Cost,4.98,1,2,4,6,7,2,9,3,2,2,1,2
13/09/1963,Male,Merthyr Tydfil,10.4,Leisure,TRUE,TRUE,Attended as a child,N/A,3,2,Time,4.01,1,0,1,3,9,3,7,6,5,4,4,1
24/04/1973,Female,Powys,15.4,Fitness,FALSE,TRUE,Attended as a child,N/A,3,2,Cost,2.86,4,0,3,3,1,8,3,3,4,3,0,1
03/07/1995,Male,Monmouthshire,11.4,Rehabilitation,TRUE,TRUE,Attended as a child,N/A,2,5,Cost,5.32,1,3,2,5,4,5,9,14,2,6,3,2
26/03/1982,Female,Anglesey,3.2,Leisure,FALSE,TRUE,School-only lessons,N/A,3,4,Transport,5.62,1,2,5,4,3,4,4,1,6,1,1,4
16/07/1959,Male,Merthyr Tydfil,16.9,Leisure,TRUE,TRUE,Attended as a child,N/A,4,4,Cost,4.26,3,2,6,1,4,7,9,6,3,3,3,3
09/01/1996,Male,Merthyr Tydfil,5.6,Fitness,FALSE,TRUE,Currently attending,N/A,3,4,Time,3.73,2,1,1,3,2,6,6,4,2,4,0,0
19/01/1960,Prefer not to say,Swansea,16.8,Water confidence,FALSE,TRUE,Never attended lessons,N/A,4,4,Confidence,6.06,6,3,2,5,1,3,0,2,3,4,4,5
09/12/2006,Female,Conwy,4.9,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,Cost,3.69,2,1,6,8,5,1,8,1,5,4,0,1
10/05/1950,Male,Cardiff,13.3,Fitness,FALSE,TRUE,School-only lessons,N/A,2,4,Cost,4.45,1,2,0,8,5,3,1,5,4,1,4,5
09/11/1990,Female,Monmouthshire,5.5,Fitness,FALSE,TRUE,Private lessons,N/A,3,5,Confidence,5.11,2,0,2,3,0,6,4,11,1,2,1,2
21/09/1994,Female,Swansea,6.1,Water confidence,FALSE,TRUE,Attended as a child,N/A,3,3,None,0.43,2,2,3,8,1,4,5,2,6,3,0,2
08/02/2010,Female,Rhondda Cynon Taf,8.7,Water confidence,FALSE,TRUE,Attended as a child,Weekly,3,5,Transport,2.93,2,1,3,1,4,2,2,7,5,1,3,1
01/08/1977,Male,Newport,13.6,Leisure,FALSE,TRUE,Attended as a child,N/A,2,3,Confidence,0.43,1,2,2,6,3,5,7,7,3,5,2,1
24/09/1988,Female,Pembrokeshire,10.2,Social,FALSE,TRUE,Attended as a child,N/A,3,3,Time,2.54,0,3,2,4,4,7,7,4,4,1,2,2
10/07/2017,Male,Anglesey,16,Fitness,TRUE,TRUE,Private lessons,Weekly,1,2,Confidence,2.35,2,2,4,4,5,5,5,9,4,6,2,3
06/03/1954,Female,Newport,5.9,Water confidence,FALSE,TRUE,Private lessons,N/A,1,3,Cost,8.05,1,1,0,3,3,1,7,3,3,1,5,2
10/01/1976,Male,Rhondda Cynon Taf,14.5,Fitness,TRUE,TRUE,Attended as a child,N/A,3,5,Confidence,4.39,4,2,4,5,1,10,5,6,4,2,3,1
26/11/1998,Male,Pembrokeshire,13.7,Fitness,FALSE,TRUE,School-only lessons,N/A,3,4,Confidence,2.76,0,0,4,3,4,4,3,6,3,3,2,1
22/07/1957,Male,Blaenau Gwent,6.1,Fitness,FALSE,TRUE,Attended as a child,N/A,5,2,Time,4.09,1,2,3,5,3,8,4,7,2,2,1,1
24/06/2013,Female,Neath Port Talbot,7.5,Leisure,FALSE,TRUE,Attended as a child,Weekly,3,5,Confidence,6.93,1,4,2,3,5,2,3,5,2,2,4,3
18/12/1967,Male,Blaenau Gwent,11.3,Competitive training,TRUE,TRUE,Attended as a child,N/A,4,5,None,3.64,2,3,3,1,0,9,6,4,4,3,3,3
21/01/1993,Female,Newport,6.7,Fitness,FALSE,TRUE,Attended as a child,N/A,3,5,Cost,5.28,4,2,2,8,6,5,2,2,2,3,2,6
12/01/2018,Female,Pembrokeshire,6.1,Water confidence,FALSE,TRUE,Attended as a child,Weekly,4,5,None,5.27,3,2,2,1,3,3,1,6,3,3,4,1
24/01/1990,Male,Powys,13.7,Leisure,FALSE,TRUE,Attended as a child,N/A,2,3,Confidence,4.2,1,3,2,5,6,4,4,2,4,4,2,2
26/08/1958,Female,Vale of Glamorgan,4.3,Fitness,FALSE,TRUE,Attended as a child,N/A,5,5,Time,4.32,0,0,2,2,3,4,5,5,1,1,0,0
04/06/2005,Male,Blaenau Gwent,15.2,Leisure,FALSE,FALSE,Private lessons,N/A,3,4,Cost,3.83,1,1,3,1,4,5,6,5,3,4,2,4
25/12/1974,Female,Blaenau Gwent,18.7,Leisure,FALSE,TRUE,Private lessons,N/A,4,5,Transport,4.31,0,2,1,4,5,7,5,2,3,3,1,0
20/10/2012,Male,Gwynedd,10.4,Competitive training,TRUE,TRUE,Attended as a child,Irregular,3,5,Time,4.23,0,2,7,3,4,4,5,5,1,0,5,1
30/01/1997,Female,Pembrokeshire,11.2,Leisure,FALSE,FALSE,Never attended lessons,N/A,2,3,Time,6.02,0,1,2,3,3,6,5,2,1,1,0,2
17/04/1960,Female,Bridgend,1.7,Leisure,FALSE,TRUE,Private lessons,N/A,3,5,Cost,3.86,2,1,2,4,1,6,10,6,5,5,2,2
12/05/1964,Female,Cardiff,15.6,Fitness,FALSE,TRUE,School-only lessons,N/A,1,4,Confidence,5.81,0,1,5,3,8,4,10,12,4,0,2,2
22/04/1996,Female,Conwy,5.5,Leisure,TRUE,TRUE,School-only lessons,N/A,3,4,Cost,2.35,0,4,4,4,3,11,6,3,7,4,1,1
29/2/1974,Female,Swansea,11.3,Water confidence,FALSE,TRUE,Attended as a child,N/A,2,3,None,3.26,2,1,3,5,3,5,5,7,5,2,2,2
14/03/1990,Female,Monmouthshire,17.6,Fitness,FALSE,FALSE,Never attended lessons,N/A,3,5,None,4.02,2,0,1,4,2,4,3,3,4,3,2,5
10/08/2022,Female,Vale of Glamorgan,10.9,Social,FALSE,TRUE,Attended as a child,Termly,5,4,Cost,6.88,3,2,0,4,0,2,8,4,3,2,1,1
17/11/2002,Female,Ceredigion,13.2,Leisure,FALSE,TRUE,Never attended lessons,N/A,3,4,None,3.43,1,2,3,6,2,2,4,5,2,7,3,2
05/05/1968,Male,Caerphilly,9.5,Fitness,TRUE,TRUE,School-only lessons,N/A,4,4,None,5.64,3,1,2,4,6,4,8,6,4,5,7,2
08/01/2017,Female,Blaenau Gwent,3.7,Water confidence,FALSE,TRUE,Never attended lessons,Termly,3,5,Transport,4.59,3,1,1,3,2,2,4,1,1,2,1,1
08/12/1954,Female,Rhondda Cynon Taf,16.7,Leisure,FALSE,TRUE,Attended as a child,N/A,3,4,Time,2.64,0,2,3,1,3,4,2,3,1,3,1,4
08/05/2018,Female,Gwynedd,1.1,Fitness,FALSE,TRUE,Attended as a child,Termly,5,5,Transport,2.68,0,2,4,1,5,4,7,7,3,2,1,0
26/06/2020,Male,Ceredigion,12.8,Fitness,FALSE,TRUE,Attended as a child,Termly,4,5,Time,4.17,3,1,3,4,4,0,6,5,1,4,2,3
10/03/1970,Female,Newport,0.9,Fitness,TRUE,TRUE,Private lessons,N/A,4,4,Transport,3.32,3,1,3,3,5,7,6,6,3,5,2,0
14/02/2000,Male,Wrexham,17.1,Competitive training,TRUE,TRUE,Attended as a child,N/A,2,4,Transport,2.78,1,3,3,3,2,4,1,6,2,0,1,2
21/10/1970,Female,Neath Port Talbot,3.3,Leisure,FALSE,TRUE,Never attended lessons,N/A,3,5,Transport,5.62,0,1,3,3,2,7,0,5,7,2,2,1
12/02/1986,Male,Cardiff,9.5,Social,FALSE,TRUE,Attended as a child,N/A,2,5,Cost,0.61,0,1,1,4,12,6,6,5,1,2,2,1
20/02/1949,Female,Ceredigion,11,Fitness,FALSE,TRUE,Attended as a child,N/A,3,5,None,5.26,3,4,3,1,2,6,6,5,8,2,2,0
27/04/1949,Prefer not to say,Denbighshire,8.5,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,3,Transport,3.93,1,1,2,2,1,9,4,6,1,2,3,2
15/06/2006,Male,Cardiff,6.5,Fitness,FALSE,TRUE,Attended as a child,N/A,4,5,Transport,4.79,1,2,1,5,4,3,4,4,4,8,4,3
26/12/1950,Female,Torfaen,11.3,Leisure,FALSE,TRUE,Attended as a child,N/A,4,4,None,5.41,0,4,7,0,4,5,6,3,6,2,2,1
21/09/2022,Male,Merthyr Tydfil,8.6,Water confidence,FALSE,TRUE,Currently attending,Irregular,3,4,Confidence,4.09,5,2,5,6,2,6,5,4,2,4,1,5
02/05/1972,Female,Bridgend,8.2,Rehabilitation,FALSE,TRUE,School-only lessons,N/A,1,5,Confidence,4.13,0,1,0,2,6,5,5,5,5,1,1,1
09/12/1978,Female,Caerphilly,8.3,Fitness,FALSE,TRUE,School-only lessons,N/A,4,3,None,5.75,0,2,6,4,3,2,8,6,3,4,4,1
21/12/2019,Female,Gwynedd,10.4,Social,FALSE,TRUE,School-only lessons,Irregular,2,5,None,5.88,2,2,0,3,3,5,2,8,2,2,2,1
18/03/1961,Female,Bridgend,4.7,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,4,Cost,2.52,1,1,1,3,0,5,4,5,6,2,3,1
03/04/1958,Female,Bridgend,17.8,Fitness,FALSE,TRUE,Never attended lessons,N/A,1,5,Confidence,2.11,2,1,3,5,7,4,0,4,3,3,4,2
22/05/1991,Male,Newport,9.3,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,3,None,6.1,1,2,4,2,1,5,6,5,2,5,3,1
25/07/1989,Male,Cardiff,3.9,Fitness,TRUE,TRUE,School-only lessons,N/A,5,4,Transport,4.71,4,3,0,0,4,5,6,11,2,2,1,0
06/09/1951,Female,Torfaen,11.8,Fitness,FALSE,TRUE,School-only lessons,N/A,2,5,Transport,4.95,3,2,4,3,5,4,7,7,2,2,2,1
13/03/1984,Female,Carmarthenshire,15.7,Fitness,FALSE,TRUE,School-only lessons,N/A,3,2,Cost,4.42,0,2,3,2,9,8,6,5,5,2,3,1
15/02/1997,Female,Conwy,0.9,Leisure,FALSE,FALSE,Never attended lessons,N/A,3,2,Cost,2.54,0,2,2,2,3,4,2,10,4,5,2,2
24/08/1989,Female,Blaenau Gwent,13.5,Leisure,FALSE,TRUE,School-only lessons,N/A,5,5,Time,5.61,1,1,5,2,3,6,6,6,2,1,0,1
29/03/1969,Male,Conwy,10.1,Fitness,FALSE,TRUE,Attended as a child,N/A,4,4,Time,4.41,2,1,3,3,4,6,8,9,4,2,3,0
28/12/2020,Female,Newport,3.5,Fitness,FALSE,TRUE,Private lessons,Termly,2,5,None,4.51,3,4,1,2,2,0,3,6,1,5,3,0
07/03/1973,Male,Vale of Glamorgan,14.8,Competitive training,TRUE,TRUE,Attended as a child,N/A,1,3,Time,4.17,3,4,3,1,5,2,2,5,2,2,2,2
23/01/2011,Female,Ceredigion,7,Water confidence,FALSE,TRUE,Never attended lessons,No provision,3,4,Cost,5.47,1,2,1,5,4,6,7,4,3,3,2,1
04/01/1958,Male,Denbighshire,5.6,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,5,Cost,5.44,1,3,7,6,5,4,6,2,5,4,1,1
05/09/1969,Male,Torfaen,16.1,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,None,2.27,1,3,1,1,4,4,3,8,6,1,1,0
23/11/2018,Male,Swansea,11.7,Fitness,FALSE,TRUE,Attended as a child,Termly,1,4,Transport,5.2,0,3,4,5,4,1,5,8,4,2,2,1
13/11/1966,Male,Swansea,16.2,Fitness,FALSE,TRUE,Attended as a child,N/A,2,4,Transport,6.09,2,2,3,2,5,7,6,8,3,2,1,2
24/11/2006,Female,Swansea,11.5,Fitness,FALSE,TRUE,School-only lessons,N/A,3,5,None,6.41,1,1,0,6,3,4,3,4,3,4,3,2
14/07/1976,Male,Gwynedd,13.5,Leisure,FALSE,TRUE,Currently attending,N/A,2,3,Confidence,4.94,1,0,2,2,3,3,8,8,2,4,4,1
20/10/2000,Male,Merthyr Tydfil,16.2,Leisure,FALSE,TRUE,Attended as a child,N/A,4,4,Cost,2.85,4,4,4,2,0,8,2,4,1,4,3,4
05/12/2009,Male,Pembrokeshire,1.5,Rehabilitation,FALSE,TRUE,Private lessons,N/A,1,3,None,5.82,0,1,4,2,5,5,5,7,2,3,2,0
19/06/1957,Male,Gwynedd,14.1,Rehabilitation,TRUE,TRUE,School-only lessons,N/A,2,4,None,5.53,0,0,2,3,3,7,3,9,3,2,3,0
24/05/1948,Male,Cardiff,11.2,Fitness,FALSE,TRUE,Private lessons,N/A,5,3,Cost,0.63,3,3,5,1,5,3,3,1,5,4,2,3
17/04/1972,Male,Rhondda Cynon Taf,3.2,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,None,4.12,0,4,2,3,4,7,7,8,3,1,4,1
27/03/1985,Female,Denbighshire,9.4,Rehabilitation,FALSE,TRUE,Attended as a child,N/A,4,4,Transport,4.69,1,3,3,5,5,4,7,3,1,5,5,4
06/02/1959,Female,Ceredigion,1.9,Fitness,FALSE,TRUE,Never attended lessons,N/A,2,2,Confidence,4.97,1,1,4,6,4,3,2,3,4,2,1,3
